"District Name","School Name",Content,Grade,"Participation Rate","Percent Did Not Yet Meet Expectations",2022,2019,"Change 2019 to 2022"
"Vilas RE-5","All Schools",Mathematics,"All Grades",27.0,"*","*",14.3,"*"
"Vilas RE-5","All Schools",Mathematics,03,25.0,"*","*",N/A,"*"
"Vilas RE-5","All Schools",Mathematics,04,50.0,"*","*","*","*"
"Vilas RE-5","All Schools",Mathematics,05,28.6,"*","*","*","*"
"Vilas RE-5","All Schools",Mathematics,06,33.3,"*","*","*","*"
"Vilas RE-5","All Schools",Mathematics,07,0.0,"*","*","*","*"
"Vilas RE-5","All Schools",Mathematics,08,22.2,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts","All Grades",100.0,21.1,42.1,21.1,"  21.0"
"Campo RE-6","All Schools","English Language Arts",03,100.0,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts",04,100.0,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts",05,100.0,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts",06,100.0,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts",07,100.0,"*","*","*","*"
"Campo RE-6","All Schools","English Language Arts",08,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,"All Grades",100.0,21.1,21.1,21.1,"   0.0"
"Campo RE-6","All Schools",Mathematics,03,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,04,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,05,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,06,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,07,100.0,"*","*","*","*"
"Campo RE-6","All Schools",Mathematics,08,100.0,"*","*","*","*"
"Las Animas RE-1","All Schools","English Language Arts","All Grades",73.0,17.2,28.4,24.4,"   4.0"
"Las Animas RE-1","All Schools","English Language Arts",03,96.6,39.3,10.7,28.6," -17.9"
"Las Animas RE-1","All Schools","English Language Arts",04,100.0,12.9,38.7,56.8," -18.1"
"Las Animas RE-1","All Schools","English Language Arts",05,97.3,13.9,16.7,48.4," -31.7"
"Las Animas RE-1","All Schools","English Language Arts",06,90.6,12.5,31.3,28.1,"   3.2"
"Las Animas RE-1","All Schools","English Language Arts",07,63.4,17.3,32.7,21.6,"  11.1"
"Las Animas RE-1","All Schools","English Language Arts",08,43.0,13.5,35.1,14.9,"  20.2"
"Las Animas RE-1","All Schools",Mathematics,"All Grades",72.6,24.7,16.0,13.8,"   2.2"
"Las Animas RE-1","All Schools",Mathematics,03,96.6,35.7,32.1,16.7,"  15.4"
"Las Animas RE-1","All Schools",Mathematics,04,96.8,13.3,"*",47.7,"*"
"Las Animas RE-1","All Schools",Mathematics,05,97.3,22.2,"*",32.3,"*"
"Las Animas RE-1","All Schools",Mathematics,06,90.6,41.7,8.3,10.1,"  -1.8"
"Las Animas RE-1","All Schools",Mathematics,07,63.4,13.5,13.5,9.8,"   3.7"
"Las Animas RE-1","All Schools",Mathematics,08,43.0,21.6,29.7,8.5,"  21.2"
"McClave Re-2","All Schools","English Language Arts","All Grades",98.2,5.5,56.9,51.5,"   5.4"
"McClave Re-2","All Schools","English Language Arts",03,100.0,"*","*","*","*"
"McClave Re-2","All Schools","English Language Arts",04,100.0,"*","*",56.5,"*"
"McClave Re-2","All Schools","English Language Arts",05,94.4,"*",76.5,55.6,"  20.9"
"McClave Re-2","All Schools","English Language Arts",06,100.0,"*",57.9,"*","*"
"McClave Re-2","All Schools","English Language Arts",07,95.8,13.0,52.2,60.0,"  -7.8"
"McClave Re-2","All Schools","English Language Arts",08,100.0,"*",45.8,36.4,"   9.4"
"McClave Re-2","All Schools",Mathematics,"All Grades",98.2,2.8,49.5,51.5,"  -2.0"
"McClave Re-2","All Schools",Mathematics,03,100.0,"*","*","*","*"
"McClave Re-2","All Schools",Mathematics,04,100.0,"*","*",56.5,"*"
"McClave Re-2","All Schools",Mathematics,05,94.4,"*",82.4,63.0,"  19.4"
"McClave Re-2","All Schools",Mathematics,06,100.0,"*",42.1,"*","*"
"McClave Re-2","All Schools",Mathematics,07,95.8,"*",43.5,44.0,"  -0.5"
"McClave Re-2","All Schools",Mathematics,08,100.0,"*",29.2,54.5," -25.3"
"St Vrain Valley RE1J","All Schools","English Language Arts","All Grades",89.5,13.0,46.9,49.4,"  -2.5"
"St Vrain Valley RE1J","All Schools","English Language Arts",03,96.3,19.0,45.7,43.3,"   2.4"
"St Vrain Valley RE1J","All Schools","English Language Arts",04,93.5,13.6,46.7,50.7,"  -4.0"
"St Vrain Valley RE1J","All Schools","English Language Arts",05,92.8,6.8,52.7,52.0,"   0.7"
"St Vrain Valley RE1J","All Schools","English Language Arts",06,90.8,9.6,46.5,45.8,"   0.7"
"St Vrain Valley RE1J","All Schools","English Language Arts",07,87.0,14.5,44.1,50.8,"  -6.7"
"St Vrain Valley RE1J","All Schools","English Language Arts",08,78.5,14.8,45.2,54.1,"  -8.9"
"St Vrain Valley RE1J","All Schools",Mathematics,"All Grades",90.1,14.0,37.5,39.9,"  -2.4"
"St Vrain Valley RE1J","All Schools",Mathematics,03,96.4,14.7,47.6,47.2,"   0.4"
"St Vrain Valley RE1J","All Schools",Mathematics,04,93.5,15.7,36.0,35.9,"   0.1"
"St Vrain Valley RE1J","All Schools",Mathematics,05,93.1,9.6,42.1,41.9,"   0.2"
"St Vrain Valley RE1J","All Schools",Mathematics,06,91.3,16.3,28.3,33.3,"  -5.0"
"St Vrain Valley RE1J","All Schools",Mathematics,07,87.7,8.9,29.2,36.6,"  -7.4"
"St Vrain Valley RE1J","All Schools",Mathematics,08,79.8,19.3,42.6,44.9,"  -2.3"
"Boulder Valley Re 2","All Schools","English Language Arts","All Grades",89.4,8.2,60.9,61.1,"  -0.2"
"Boulder Valley Re 2","All Schools","English Language Arts",03,94.3,12.9,57.3,59.2,"  -1.9"
"Boulder Valley Re 2","All Schools","English Language Arts",04,92.8,6.4,64.4,64.4,"   0.0"
"Boulder Valley Re 2","All Schools","English Language Arts",05,92.8,4.8,63.6,65.2,"  -1.6"
"Boulder Valley Re 2","All Schools","English Language Arts",06,90.3,6.6,62.5,59.7,"   2.8"
"Boulder Valley Re 2","All Schools","English Language Arts",07,86.6,9.3,57.4,58.7,"  -1.3"
"Boulder Valley Re 2","All Schools","English Language Arts",08,81.3,9.7,59.7,59.1,"   0.6"
"Boulder Valley Re 2","All Schools",Mathematics,"All Grades",89.9,10.0,48.6,50.0,"  -1.4"
"Boulder Valley Re 2","All Schools",Mathematics,03,94.9,11.4,53.5,54.8,"  -1.3"
"Boulder Valley Re 2","All Schools",Mathematics,04,93.8,9.0,49.8,49.3,"   0.5"
"Boulder Valley Re 2","All Schools",Mathematics,05,93.5,8.4,55.9,53.2,"   2.7"
"Boulder Valley Re 2","All Schools",Mathematics,06,90.5,11.8,41.9,43.1,"  -1.2"
"Boulder Valley Re 2","All Schools",Mathematics,07,86.4,6.5,40.4,47.4,"  -7.0"
"Boulder Valley Re 2","All Schools",Mathematics,08,81.7,13.0,50.2,52.8,"  -2.6"
"Buena Vista R-31","All Schools","English Language Arts","All Grades",93.0,12.7,35.6,39.8,"  -4.2"
"Buena Vista R-31","All Schools","English Language Arts",03,88.6,22.6,30.6,33.8,"  -3.2"
"Buena Vista R-31","All Schools","English Language Arts",04,94.0,17.7,24.1,46.5," -22.4"
"Buena Vista R-31","All Schools","English Language Arts",05,91.0,16.4,27.9,35.7,"  -7.8"
"Buena Vista R-31","All Schools","English Language Arts",06,93.2,7.2,40.6,36.8,"   3.8"
"Buena Vista R-31","All Schools","English Language Arts",07,96.1,5.5,50.7,39.0,"  11.7"
"Buena Vista R-31","All Schools","English Language Arts",08,94.3,7.6,39.4,44.8,"  -5.4"
"Buena Vista R-31","All Schools",Mathematics,"All Grades",93.0,18.8,20.0,28.8,"  -8.8"
"Buena Vista R-31","All Schools",Mathematics,03,88.6,14.5,24.2,23.1,"   1.1"
"Buena Vista R-31","All Schools",Mathematics,04,94.0,26.6,5.1,16.9," -11.8"
"Buena Vista R-31","All Schools",Mathematics,05,91.0,"*",21.3,22.9,"  -1.6"
"Buena Vista R-31","All Schools",Mathematics,06,93.2,18.8,18.8,31.6," -12.8"
"Buena Vista R-31","All Schools",Mathematics,07,96.1,"*",21.9,32.5," -10.6"
"Buena Vista R-31","All Schools",Mathematics,08,94.3,18.2,31.8,42.5," -10.7"
"Salida R-32","All Schools","English Language Arts","All Grades",95.6,8.2,57.2,58.1,"  -0.9"
"Salida R-32","All Schools","English Language Arts",03,98.9,18.5,37.0,41.8,"  -4.8"
"Salida R-32","All Schools","English Language Arts",04,98.8,3.7,67.1,61.7,"   5.4"
"Salida R-32","All Schools","English Language Arts",05,91.3,6.4,59.6,58.6,"   1.0"
"Salida R-32","All Schools","English Language Arts",06,100.0,3.9,57.9,49.5,"   8.4"
"Salida R-32","All Schools","English Language Arts",07,98.0,3.1,58.3,70.1," -11.8"
"Salida R-32","All Schools","English Language Arts",08,89.1,12.2,64.3,65.9,"  -1.6"
"Salida R-32","All Schools",Mathematics,"All Grades",96.3,9.2,45.2,50.9,"  -5.7"
"Salida R-32","All Schools",Mathematics,03,97.8,12.1,37.4,43.0,"  -5.6"
"Salida R-32","All Schools",Mathematics,04,100.0,3.6,61.9,67.0,"  -5.1"
"Salida R-32","All Schools",Mathematics,05,94.2,5.2,52.6,56.6,"  -4.0"
"Salida R-32","All Schools",Mathematics,06,100.0,14.7,30.7,34.0,"  -3.3"
"Salida R-32","All Schools",Mathematics,07,98.0,3.1,37.5,56.3," -18.8"
"Salida R-32","All Schools",Mathematics,08,90.0,17.2,49.5,47.7,"   1.8"
"Kit Carson R-1","All Schools","English Language Arts","All Grades",0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",03,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",04,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",05,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",06,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",07,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools","English Language Arts",08,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,"All Grades",0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,03,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,04,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,05,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,06,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,07,0.0,"*","*","*","*"
"Kit Carson R-1","All Schools",Mathematics,08,0.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts","All Grades",10.7,"*","*",38.5,"*"
"Cheyenne County Re-5","All Schools","English Language Arts",03,0.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts",04,20.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts",05,11.8,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts",06,10.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts",07,0.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools","English Language Arts",08,20.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,"All Grades",9.5,"*","*",30.8,"*"
"Cheyenne County Re-5","All Schools",Mathematics,03,0.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,04,15.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,05,11.8,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,06,10.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,07,0.0,"*","*","*","*"
"Cheyenne County Re-5","All Schools",Mathematics,08,20.0,"*","*","*","*"
"Clear Creek RE-1","All Schools","English Language Arts","All Grades",87.1,10.9,40.9,36.6,"   4.3"
"Clear Creek RE-1","All Schools","English Language Arts",03,87.8,7.0,44.2,26.4,"  17.8"
"Clear Creek RE-1","All Schools","English Language Arts",04,97.1,11.8,32.4,29.8,"   2.6"
"Clear Creek RE-1","All Schools","English Language Arts",05,95.0,7.9,55.3,45.5,"   9.8"
"Clear Creek RE-1","All Schools","English Language Arts",06,100.0,6.3,45.8,51.0,"  -5.2"
"Clear Creek RE-1","All Schools","English Language Arts",07,79.1,20.6,29.4,26.8,"   2.6"
"Clear Creek RE-1","All Schools","English Language Arts",08,67.3,15.2,33.3,38.0,"  -4.7"
"Clear Creek RE-1","All Schools",Mathematics,"All Grades",88.7,16.6,27.7,31.1,"  -3.4"
"Clear Creek RE-1","All Schools",Mathematics,03,93.9,"*",43.5,50.0,"  -6.5"
"Clear Creek RE-1","All Schools",Mathematics,04,97.2,25.7,8.6,31.3," -22.7"
"Clear Creek RE-1","All Schools",Mathematics,05,100.0,22.5,37.5,19.6,"  17.9"
"Clear Creek RE-1","All Schools",Mathematics,06,97.9,12.8,34.0,36.7,"  -2.7"
"Clear Creek RE-1","All Schools",Mathematics,07,79.1,11.8,17.6,19.0,"  -1.4"
"Clear Creek RE-1","All Schools",Mathematics,08,67.3,"*",15.2,28.0," -12.8"
"North Conejos RE-1J","All Schools","English Language Arts","All Grades",96.8,8.6,48.9,54.2,"  -5.3"
"North Conejos RE-1J","All Schools","English Language Arts",03,94.7,"*",40.7,47.3,"  -6.6"
"North Conejos RE-1J","All Schools","English Language Arts",04,94.9,10.7,54.7,61.8,"  -7.1"
"North Conejos RE-1J","All Schools","English Language Arts",05,100.0,"*",63.6,59.5,"   4.1"
"North Conejos RE-1J","All Schools","English Language Arts",06,98.8,8.3,36.9,47.1," -10.2"
"North Conejos RE-1J","All Schools","English Language Arts",07,95.8,10.3,47.1,54.5,"  -7.4"
"North Conejos RE-1J","All Schools","English Language Arts",08,96.4,7.4,53.1,56.6,"  -3.5"
"North Conejos RE-1J","All Schools",Mathematics,"All Grades",96.8,12.7,32.1,35.9,"  -3.8"
"North Conejos RE-1J","All Schools",Mathematics,03,94.7,7.4,53.7,45.9,"   7.8"
"North Conejos RE-1J","All Schools",Mathematics,04,94.9,13.3,36.0,36.8,"  -0.8"
"North Conejos RE-1J","All Schools",Mathematics,05,100.0,5.5,54.5,40.5,"  14.0"
"North Conejos RE-1J","All Schools",Mathematics,06,98.8,22.6,13.1,31.0," -17.9"
"North Conejos RE-1J","All Schools",Mathematics,07,95.8,4.4,25.0,32.5,"  -7.5"
"North Conejos RE-1J","All Schools",Mathematics,08,96.4,17.3,24.7,30.1,"  -5.4"
"Sanford 6J","All Schools","English Language Arts","All Grades",94.8,6.8,38.1,50.0," -11.9"
"Sanford 6J","All Schools","English Language Arts",03,96.3,11.5,30.8,56.0," -25.2"
"Sanford 6J","All Schools","English Language Arts",04,93.9,"*",45.2,46.4,"  -1.2"
"Sanford 6J","All Schools","English Language Arts",05,100.0,"*",28.0,55.2," -27.2"
"Sanford 6J","All Schools","English Language Arts",06,100.0,"*",73.7,50.0,"  23.7"
"Sanford 6J","All Schools","English Language Arts",07,100.0,"*",28.6,35.7,"  -7.1"
"Sanford 6J","All Schools","English Language Arts",08,78.3,"*",27.8,59.1," -31.3"
"Sanford 6J","All Schools",Mathematics,"All Grades",91.6,9.2,29.6,36.8,"  -7.2"
"Sanford 6J","All Schools",Mathematics,03,96.3,11.5,50.0,68.0," -18.0"
"Sanford 6J","All Schools",Mathematics,04,93.9,"*",25.8,50.0," -24.2"
"Sanford 6J","All Schools",Mathematics,05,100.0,12.0,24.0,20.7,"   3.3"
"Sanford 6J","All Schools",Mathematics,06,100.0,"*","*",30.0,"*"
"Sanford 6J","All Schools",Mathematics,07,96.4,"*",29.6,17.9,"  11.7"
"Sanford 6J","All Schools",Mathematics,08,60.9,"*","*",36.4,"*"
"South Conejos RE-10","All Schools","English Language Arts","All Grades",97.3,18.3,19.7,16.9,"   2.8"
"South Conejos RE-10","All Schools","English Language Arts",03,92.3,"*","*","*","*"
"South Conejos RE-10","All Schools","English Language Arts",04,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools","English Language Arts",05,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools","English Language Arts",06,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools","English Language Arts",07,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools","English Language Arts",08,92.9,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,"All Grades",97.3,33.8,"*",11.3,"*"
"South Conejos RE-10","All Schools",Mathematics,03,92.3,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,04,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,05,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,06,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,07,100.0,"*","*","*","*"
"South Conejos RE-10","All Schools",Mathematics,08,92.9,"*","*","*","*"
"Centennial R-1","All Schools","English Language Arts","All Grades",86.3,32.9,18.3,16.8,"   1.5"
"Centennial R-1","All Schools","English Language Arts",03,76.9,"*","*","*","*"
"Centennial R-1","All Schools","English Language Arts",04,70.0,"*","*","*","*"
"Centennial R-1","All Schools","English Language Arts",05,88.2,"*","*","*","*"
"Centennial R-1","All Schools","English Language Arts",06,86.7,"*","*","*","*"
"Centennial R-1","All Schools","English Language Arts",07,100.0,"*","*",23.1,"*"
"Centennial R-1","All Schools","English Language Arts",08,100.0,31.3,25.0,"*","*"
"Centennial R-1","All Schools",Mathematics,"All Grades",86.3,47.6,4.9,6.4,"  -1.5"
"Centennial R-1","All Schools",Mathematics,03,76.9,"*","*","*","*"
"Centennial R-1","All Schools",Mathematics,04,70.0,"*","*","*","*"
"Centennial R-1","All Schools",Mathematics,05,88.2,"*","*","*","*"
"Centennial R-1","All Schools",Mathematics,06,86.7,"*","*","*","*"
"Centennial R-1","All Schools",Mathematics,07,100.0,"*","*",11.5,"*"
"Centennial R-1","All Schools",Mathematics,08,100.0,81.3,"*","*","*"
"Sierra Grande R-30","All Schools","English Language Arts","All Grades",100.0,23.2,21.4,24.6,"  -3.2"
"Sierra Grande R-30","All Schools","English Language Arts",03,100.0,52.9,"*",36.8,"*"
"Sierra Grande R-30","All Schools","English Language Arts",04,100.0,26.3,15.8,"*","*"
"Sierra Grande R-30","All Schools","English Language Arts",05,100.0,"*","*",52.4,"*"
"Sierra Grande R-30","All Schools","English Language Arts",06,100.0,"*",25.0,"*","*"
"Sierra Grande R-30","All Schools","English Language Arts",07,100.0,33.3,14.3,"*","*"
"Sierra Grande R-30","All Schools","English Language Arts",08,100.0,"*",58.8,32.0,"  26.8"
"Sierra Grande R-30","All Schools",Mathematics,"All Grades",100.0,23.9,14.2,20.0,"  -5.8"
"Sierra Grande R-30","All Schools",Mathematics,03,100.0,"*","*",36.8,"*"
"Sierra Grande R-30","All Schools",Mathematics,04,100.0,36.8,"*","*","*"
"Sierra Grande R-30","All Schools",Mathematics,05,100.0,27.8,"*",23.8,"*"
"Sierra Grande R-30","All Schools",Mathematics,06,100.0,20.0,"*","*","*"
"Sierra Grande R-30","All Schools",Mathematics,07,100.0,19.0,"*","*","*"
"Sierra Grande R-30","All Schools",Mathematics,08,100.0,"*",52.9,32.0,"  20.9"
"Crowley County RE-1-J","All Schools","English Language Arts","All Grades",97.4,21.1,22.7,27.6,"  -4.9"
"Crowley County RE-1-J","All Schools","English Language Arts",03,92.9,38.5,15.4,"*","*"
"Crowley County RE-1-J","All Schools","English Language Arts",04,97.2,20.0,22.9,33.3," -10.4"
"Crowley County RE-1-J","All Schools","English Language Arts",05,100.0,"*",18.5,24.3,"  -5.8"
"Crowley County RE-1-J","All Schools","English Language Arts",06,100.0,20.0,31.4,"*","*"
"Crowley County RE-1-J","All Schools","English Language Arts",07,92.0,"*",17.4,40.0," -22.6"
"Crowley County RE-1-J","All Schools","English Language Arts",08,100.0,17.9,25.6,38.2," -12.6"
"Crowley County RE-1-J","All Schools",Mathematics,"All Grades",97.9,27.4,16.7,16.3,"   0.4"
"Crowley County RE-1-J","All Schools",Mathematics,03,92.9,42.3,"*",25.7,"*"
"Crowley County RE-1-J","All Schools",Mathematics,04,100.0,19.4,19.4,20.0,"  -0.6"
"Crowley County RE-1-J","All Schools",Mathematics,05,100.0,29.6,14.8,24.3,"  -9.5"
"Crowley County RE-1-J","All Schools",Mathematics,06,100.0,31.4,17.1,"*","*"
"Crowley County RE-1-J","All Schools",Mathematics,07,92.0,17.4,"*",14.3,"*"
"Crowley County RE-1-J","All Schools",Mathematics,08,100.0,25.6,23.1,"*","*"
"Custer County School District C-1","All Schools","English Language Arts","All Grades",98.7,12.1,35.6,51.6," -16.0"
"Custer County School District C-1","All Schools","English Language Arts",03,100.0,31.8,31.8,28.6,"   3.2"
"Custer County School District C-1","All Schools","English Language Arts",04,100.0,"*",34.8,65.6," -30.8"
"Custer County School District C-1","All Schools","English Language Arts",05,95.8,"*",39.1,57.1," -18.0"
"Custer County School District C-1","All Schools","English Language Arts",06,100.0,"*",30.4,37.5,"  -7.1"
"Custer County School District C-1","All Schools","English Language Arts",07,96.2,24.0,48.0,47.6,"   0.4"
"Custer County School District C-1","All Schools","English Language Arts",08,100.0,"*",30.3,72.7," -42.4"
"Custer County School District C-1","All Schools",Mathematics,"All Grades",98.7,16.8,20.8,33.5," -12.7"
"Custer County School District C-1","All Schools",Mathematics,03,100.0,13.6,27.3,28.6,"  -1.3"
"Custer County School District C-1","All Schools",Mathematics,04,100.0,"*",30.4,50.0," -19.6"
"Custer County School District C-1","All Schools",Mathematics,05,95.8,21.7,"*",50.0,"*"
"Custer County School District C-1","All Schools",Mathematics,06,100.0,17.4,"*",12.5,"*"
"Custer County School District C-1","All Schools",Mathematics,07,96.2,"*",24.0,19.0,"   5.0"
"Custer County School District C-1","All Schools",Mathematics,08,100.0,27.3,24.2,31.8,"  -7.6"
"Delta County 50(J)","All Schools","English Language Arts","All Grades",94.6,12.4,42.5,45.9,"  -3.4"
